,Feature,accuracy,param
0,"(6, 24)",0.8735632183908046,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
0,"(6, 24, 28)",0.9195402298850575,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 2}"
